user_id,gender,state_group,age,output,COUNT(transactions1to30days_purchase),SUM(transactions1to30days_purchase.amount),MEAN(transactions1to30days_purchase.amount),COUNT(transactions31to60days_purchase),SUM(transactions31to60days_purchase.amount),MEAN(transactions31to60days_purchase.amount),COUNT(transactions1to30days_clabeInc),SUM(transactions1to30days_clabeInc.amount),MEAN(transactions1to30days_clabeInc.amount),COUNT(transactions31to60days_clabeInc),SUM(transactions31to60days_clabeInc.amount),MEAN(transactions31to60days_clabeInc.amount),COUNT(transactions1to30days_clabeOut),SUM(transactions1to30days_clabeOut.amount),MEAN(transactions1to30days_clabeOut.amount),COUNT(transactions31to60days_clabeOut),SUM(transactions31to60days_clabeOut.amount),MEAN(transactions31to60days_clabeOut.amount),COUNT(transactions1to30days_atm),SUM(transactions1to30days_atm.amount),MEAN(transactions1to30days_atm.amount),COUNT(transactions31to60days_atm),SUM(transactions31to60days_atm.amount),MEAN(transactions31to60days_atm.amount),MEAN(balance1to30days.current_balance),MEAN(balance31to60days.current_balance),ratioCableInOut_1to30days,ratioCableInOut_31to60days,ratioBalanceClabeIn_1to30days,ratioBalanceClabeIn_31to60days,MEAN(transactionsDaily1to30days_purchase.amount),MEAN(transactionsDaily31to60days_purchase.amount),MEAN(transactionsDaily1to30days_clabeOut.amount),MEAN(transactionsDaily31to60days_clabeOut.amount),MEAN(transactionsDaily1to30days_clabeInc.amount),MEAN(transactionsDaily31to60days_clabeInc.amount),MEAN(transactionsDaily1to30days_atm.amount),MEAN(transactionsDaily31to60days_atm.amount),disbursement_date,month
00661341-79bd-4d12-9faf-053712910709,MALE,north_mexico,43,False,0,0.0,0.0,1,298.5,298.5,3,2480.0,826.5,10,5928.0,593.0,3,2480.0,826.5,9,5632.0,625.5,0,0.0,0.0,0,0.0,0.0,0.74,39.25,1.0,0.9,0.0,0.007,0.0,298.5,843.5,633.5,843.5,586.5,0.0,0.0,2020-12-11,202012
00b91aa7-86f7-4e96-bab4-aaaa05d80a3e,MALE,central_mexico,18,True,6,287.0,47.844,12,778.0,64.812,6,493.0,82.188,3,840.0,280.0,3,180.0,60.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,38.5,197.375,0.5,0.0,0.078,0.235,38.312,70.375,60.0,0.0,82.188,280.0,0.0,0.0,2020-12-23,202012
00bc51f0-46f7-4e4d-8ba2-7654f83df981,MALE,north_mexico,23,False,29,2796.0,96.375,19,1409.0,74.125,7,3824.0,546.5,12,4604.0,383.5,6,1330.0,221.625,4,3306.0,826.5,1,420.0,420.0,0,0.0,0.0,428.75,371.0,0.857,0.333,0.112,0.081,57.906,58.938,207.0,826.5,647.0,451.75,420.0,0.0,2020-12-11,202012
0485595a-a139-4e93-8c05-5a014214cb8d,MALE,north_mexico,28,False,3,1463.0,487.75,0,0.0,0.0,2,4220.0,2110.0,0,0.0,0.0,3,2756.0,918.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1128.0,0.0,1.5,0.0,0.267,0.0,487.75,0.0,918.5,0.0,2110.0,0.0,0.0,0.0,2020-12-14,202012
054d7059-4a5a-49d8-9571-6d39c2681e2f,MALE,central_mexico,25,False,1,205.75,205.75,5,1364.0,272.75,4,0.04,0.01,9,1778.0,197.5,6,481.0,80.125,5,373.0,74.625,0,0.0,0.0,0,0.0,0.0,65.625,171.375,1.5,0.556,1640.275,0.096,205.75,245.875,67.0,74.625,0.01,182.75,0.0,0.0,2020-12-11,202012
016049ee-2bbb-48a5-9ce0-2543644f167c,MALE,central_mexico,34,True,0,0.0,0.0,0,0.0,0.0,1,400.0,400.0,1,900.0,900.0,1,400.0,400.0,2,976.0,488.0,0,0.0,0.0,0,0.0,0.0,0.46,1.174,1.0,2.0,0.001,0.001,0.0,0.0,400.0,488.0,400.0,900.0,0.0,0.0,2020-12-14,202012
01f26d3c-812a-4d68-b332-2bca375211d6,MALE,golfo,31,False,7,367.75,52.531,13,932.0,71.688,7,15184.0,2168.0,8,1223.0,152.875,5,12728.0,2546.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,228.125,298.5,0.714,0.0,0.015,0.244,53.531,68.0,2126.0,0.0,1765.0,120.5,0.0,0.0,2020-12-16,202012
02872d5f-c133-4de3-a347-2aa998d30d73,MALE,caribbean,32,False,0,0.0,0.0,10,960.0,96.0,0,0.0,0.0,3,619.5,206.5,0,0.0,0.0,2,1900.0,950.0,0,0.0,0.0,0,0.0,0.0,1.09,339.75,0.0,0.667,0.0,0.548,0.0,96.562,0.0,950.0,0.0,206.5,0.0,0.0,2020-12-11,202012
0315bf5d-31c4-4011-9a1b-ae80858c04a4,MALE,south_mexico,31,False,7,1000.5,142.875,7,537.0,76.688,5,858.0,171.625,5,2888.0,577.5,2,649.5,324.75,5,1684.0,336.75,0,0.0,0.0,0,0.0,0.0,212.5,407.0,0.4,1.0,0.248,0.141,111.438,76.5,324.75,336.75,88.375,638.5,0.0,0.0,2020-12-11,202012
03860650-4965-4028-b7e4-8a15a1b859fb,MALE,north_mexico,31,False,5,1016.0,203.125,7,363.75,51.969,7,2072.0,296.0,8,1451.0,181.375,3,1129.0,376.25,4,1012.0,253.0,0,0.0,0.0,0,0.0,0.0,86.438,75.625,0.429,0.5,0.042,0.052,195.875,45.625,376.25,295.75,348.25,224.25,0.0,0.0,2020-12-14,202012
0766816d-5d48-4ae1-90fc-cdd1cda24888,MALE,central_mexico,25,False,2,166.0,83.0,0,0.0,0.0,4,6200.0,1550.0,0,0.0,0.0,1,3990.0,3990.0,0,0.0,0.0,1,2134.0,2134.0,1,834.5,834.5,659.5,140.625,0.25,0.0,0.106,0.0,83.0,0.0,3990.0,0.0,1450.0,0.0,2134.0,834.5,2020-12-17,202012
077f2ee4-c551-4fa5-a756-5586445c10fa,MALE,central_mexico,19,True,1,57.0,57.0,3,264.25,88.062,1,1200.0,1200.0,2,1300.0,650.0,0,0.0,0.0,0,0.0,0.0,1,1035.0,1035.0,2,968.5,484.25,174.125,202.375,0.0,0.0,0.145,0.156,57.0,78.5,0.0,0.0,1200.0,650.0,1035.0,484.25,2020-12-14,202012
07ebfcb1-29a8-40ba-b1dc-ab36d6cd2ef0,MALE,central_mexico,26,False,110,37216.0,338.5,25,3746.0,149.875,12,36544.0,3044.0,24,28832.0,1202.0,5,17408.0,3480.0,3,2704.0,901.0,0,0.0,0.0,0,0.0,0.0,8368.0,3134.0,0.417,0.125,0.229,0.109,284.0,139.125,1852.0,676.0,3352.0,704.5,0.0,0.0,2020-12-16,202012
0891ab1d-8950-40ae-aeb4-7e22c8cb5dab,MALE,central_mexico,32,True,0,0.0,0.0,5,986.0,197.25,1,130.0,130.0,5,1480.0,296.0,1,144.0,144.0,4,725.0,181.25,0,0.0,0.0,0,0.0,0.0,6.203,55.656,1.0,0.8,0.048,0.038,0.0,182.875,144.0,141.625,130.0,241.0,0.0,0.0,2020-12-14,202012
0af7686d-3493-4001-ac41-b15f7d7639ac,MALE,north_mexico,43,False,10,2642.0,264.25,0,0.0,0.0,17,10016.0,589.0,2,3.051,1.525,18,4860.0,270.0,0,0.0,0.0,2,2170.0,1085.0,0,0.0,0.0,592.5,3.051,1.059,0.0,0.059,1.0,373.5,0.0,268.5,0.0,745.0,1.53,1085.0,0.0,2020-12-11,202012
0c0d0271-8348-48dc-bbae-a438d54e46a0,MALE,central_mexico,22,False,21,5072.0,241.625,26,5364.0,206.25,11,12392.0,1126.0,11,10496.0,954.0,7,5932.0,847.5,11,5036.0,457.75,0,0.0,0.0,0,0.0,0.0,786.0,901.5,0.636,1.0,0.063,0.086,241.375,171.125,533.0,476.0,875.0,824.0,0.0,0.0,2020-12-14,202012
0ecab895-8a50-4f34-bb32-b62db4c2dc56,MALE,pacific,32,False,1,0.0,0.0,89,20080.0,225.625,4,4100.0,1025.0,28,18064.0,645.5,4,4204.0,1051.0,6,3880.0,646.5,0,0.0,0.0,3,669.5,223.25,4.105,1015.5,1.0,0.214,0.001,0.056,0.0,187.125,735.0,646.5,1025.0,648.0,0.0,276.0,2020-12-11,202012
10594ec9-b552-4726-b5c8-a6406e99b383,FEMALE,central_mexico,35,True,0,0.0,0.0,8,241.5,30.188,0,0.0,0.0,3,353.0,117.688,0,0.0,0.0,2,173.625,86.812,0,0.0,0.0,0,0.0,0.0,0.0,19.016,0.0,0.667,0.0,0.054,0.0,58.188,0.0,86.812,0.0,117.688,0.0,0.0,2020-12-21,202012
11293a57-66cc-4d72-9edc-61f9a26823b9,MALE,central_mexico,27,False,16,2880.0,180.0,0,0.0,0.0,12,8304.0,692.0,0,0.0,0.0,5,5552.0,1110.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,291.0,0.0,0.417,0.0,0.035,0.0,153.25,0.0,1110.0,0.0,574.0,0.0,0.0,0.0,2020-12-11,202012
1357f378-6046-4d44-b97d-25a5000cecc9,MALE,golfo,41,True,0,0.0,0.0,0,0.0,0.0,1,1000.0,1000.0,4,1739.0,434.75,1,1000.0,1000.0,5,1433.0,286.5,0,0.0,0.0,1,830.5,830.5,35.719,55.062,1.0,1.25,0.036,0.032,0.0,0.0,1000.0,131.0,1000.0,399.5,0.0,830.5,2020-12-11,202012
148458d4-08fe-44c5-8f63-b2e822d537a5,MALE,central_mexico,41,True,21,30960.0,1474.0,0,0.0,0.0,18,inf,5040.0,0,0.0,0.0,7,19200.0,2742.0,0,0.0,0.0,7,35520.0,5076.0,0,0.0,0.0,4052.0,0.0,0.389,0.0,0.0,0.0,1906.0,0.0,1688.0,0.0,6612.0,0.0,5252.0,0.0,2020-12-14,202012
14ff7ddd-13b8-4a31-9a41-b32b5aa1ef0d,MALE,bajio,44,False,14,6308.0,450.5,12,4720.0,393.5,14,11600.0,828.5,17,5896.0,346.75,0,0.0,0.0,2,128.25,64.125,0,0.0,0.0,0,0.0,0.0,806.0,758.5,0.0,0.118,0.069,0.129,540.5,404.75,0.0,64.125,939.0,374.5,0.0,0.0,2020-12-11,202012
156fec18-9cbd-4449-8fa7-bc67256c905b,MALE,golfo,28,False,13,1296.0,99.625,1,196.0,196.0,1,474.5,474.5,2,1479.0,739.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,869.0,547.0,0.0,0.0,1.831,0.37,106.938,196.0,0.0,0.0,474.5,739.5,0.0,0.0,2020-12-14,202012
157cfa09-75aa-498c-af57-7151d22388d3,MALE,south_mexico,30,False,10,700.0,70.0,1,38.0,38.0,7,830.0,118.562,1,60.0,60.0,2,125.0,62.5,3,36.0,12.0,0,0.0,0.0,0,0.0,0.0,36.438,8.039,0.286,3.0,0.044,0.134,77.0,38.0,62.5,12.0,116.0,60.0,0.0,0.0,2020-12-23,202012
17558788-4ebc-40f5-bc45-f1b2a8110811,MALE,central_mexico,28,False,0,0.0,0.0,1,20.0,20.0,1,207.875,207.875,0,0.0,0.0,2,205.0,102.5,2,250.0,125.0,0,0.0,0.0,0,0.0,0.0,2.141,6.105,2.0,0.0,0.01,0.0,0.0,20.0,102.5,125.0,207.875,0.0,0.0,0.0,2020-12-16,202012
17ea3b6d-95bb-4359-ad42-423023f61503,MALE,bajio,28,False,1,63.0,63.0,0,0.0,0.0,4,300.0,75.0,0,0.0,0.0,2,106.0,53.0,0,0.0,0.0,1,130.75,130.75,0,0.0,0.0,20.469,0.0,0.5,0.0,0.068,0.0,63.0,0.0,53.0,0.0,58.344,0.0,130.75,0.0,2020-12-23,202012
1a57c4c0-f151-4f1a-a00e-9a0e491bc9b3,MALE,pacific,30,True,0,0.0,0.0,7,613.5,87.625,0,0.0,0.0,5,4936.0,987.0,0,0.0,0.0,7,4320.0,617.0,0,0.0,0.0,0,0.0,0.0,0.0,329.75,0.0,1.4,0.0,0.067,0.0,68.125,0.0,838.5,0.0,1028.0,0.0,0.0,2020-12-11,202012
1a5c1d11-8d33-4687-be80-7ba871cda0bc,MALE,central_mexico,30,False,0,0.0,0.0,8,1695.0,211.875,0,0.0,0.0,4,3028.0,757.0,0,0.0,0.0,4,1330.0,332.5,0,0.0,0.0,0,0.0,0.0,15.461,2.0,0.0,1.0,0.0,0.001,0.0,249.875,0.0,332.5,0.0,754.5,0.0,0.0,2020-12-11,202012
1abaddcb-aadc-41e5-80c8-19506f33fcf2,MALE,central_mexico,24,False,0,0.0,0.0,3,61.0,20.328,7,2092.0,298.75,4,790.0,197.5,6,2368.0,394.5,2,210.0,105.0,0,0.0,0.0,0,0.0,0.0,595.0,146.375,0.857,0.5,0.284,0.185,0.0,21.5,394.5,105.0,330.75,197.5,0.0,0.0,2020-12-16,202012
1aff9874-232d-46a8-87f7-fca83f9179d3,FEMALE,north_mexico,44,True,1,22.0,22.0,0,0.0,0.0,5,3588.0,718.0,0,0.0,0.0,4,1846.0,461.5,0,0.0,0.0,2,1720.0,860.0,0,0.0,0.0,254.0,0.0,0.8,0.0,0.071,0.0,22.0,0.0,461.5,0.0,642.0,0.0,860.0,0.0,2021-01-08,202101
1b9561e9-530e-4480-babb-153a400100f3,MALE,pacific,46,False,14,3460.0,247.25,6,2035.0,339.0,9,5264.0,584.5,7,9920.0,1417.0,5,2416.0,483.5,9,5976.0,664.0,0,0.0,0.0,1,1531.0,1531.0,332.0,1076.0,0.556,1.286,0.063,0.108,353.75,397.25,579.0,675.0,788.0,1487.0,0.0,1531.0,2020-12-11,202012
1c961e13-7d3b-42b0-a7c7-8a1bfdcd263e,MALE,not_present,25,True,5,96.625,19.328,0,0.0,0.0,6,4224.0,704.0,1,2.24,2.24,7,4070.0,581.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,145.125,2.24,1.167,0.0,0.034,1.0,32.219,0.0,356.25,0.0,520.5,2.24,0.0,0.0,2020-12-11,202012
1f675e85-8834-4510-86dd-9812e190394d,MALE,north_mexico,36,True,1,28.406,28.406,0,0.0,0.0,21,10200.0,485.75,0,0.0,0.0,9,9976.0,1108.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,502.75,0.0,0.429,0.0,0.049,0.0,28.406,0.0,1096.0,0.0,482.75,0.0,0.0,0.0,2020-12-11,202012
22afbe83-5bb9-4108-b19d-e96bd7d37391,FEMALE,central_mexico,56,False,1,2494.0,2494.0,0,0.0,0.0,0,0.0,0.0,1,2800.0,2800.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,493.0,2800.0,0.0,0.0,0.0,1.0,2494.0,0.0,0.0,0.0,0.0,2800.0,0.0,0.0,2020-12-14,202012
24be9d1b-fbd7-48ed-8af6-12e57507334b,MALE,central_mexico,29,False,2,51.0,25.5,6,1322.0,220.375,7,1395.0,199.25,10,1634.0,163.375,7,515.0,73.562,2,112.0,56.0,1,830.5,830.5,0,0.0,0.0,85.5,62.5,1.0,0.2,0.061,0.038,25.5,209.375,73.562,56.0,199.25,151.625,830.5,0.0,2021-01-08,202101
259b3a55-57ad-4878-8639-467b5b6961d7,MALE,central_mexico,31,False,7,878.5,125.5,12,3644.0,303.5,2,854.0,427.0,5,3746.0,749.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,195.5,313.25,0.0,0.0,0.229,0.084,93.188,283.5,0.0,0.0,427.0,749.5,0.0,0.0,2020-12-17,202012
27869d43-8517-495b-a406-0b6b07174b9d,MALE,south_mexico,29,False,2,204.0,102.0,0,0.0,0.0,4,517.0,129.25,1,1000.0,1000.0,1,312.0,312.0,1,1000.0,1000.0,0,0.0,0.0,0,0.0,0.0,10.195,83.312,0.25,1.0,0.02,0.083,102.0,0.0,312.0,1000.0,138.625,1000.0,0.0,0.0,2020-12-11,202012
28d0c2b6-32f0-4f67-bd03-538181a3fd9e,MALE,golfo,46,False,5,1565.0,313.0,2,368.0,184.0,3,3300.0,1100.0,1,500.0,500.0,1,1500.0,1500.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,283.25,178.75,0.333,0.0,0.086,0.358,313.0,184.0,1500.0,0.0,1100.0,500.0,0.0,0.0,2020-12-14,202012
29c6db06-5826-4a79-8441-cc5c0f6ac4a0,MALE,pacific,35,False,14,705.0,50.344,17,1654.0,97.25,4,4084.0,1021.0,12,11872.0,989.0,8,5768.0,721.0,8,8640.0,1080.0,0,0.0,0.0,0,0.0,0.0,154.625,2124.0,2.0,0.667,0.038,0.179,52.688,78.25,800.0,1112.0,128.375,1016.5,0.0,0.0,2020-12-11,202012
2a077a7f-ed0f-4152-bf38-3ef9a83f91ec,MALE,caribbean,46,False,18,8192.0,455.0,0,0.0,0.0,14,58688.0,4192.0,5,18000.0,3600.0,6,31008.0,5168.0,4,14784.0,3696.0,5,19664.0,3934.0,0,0.0,0.0,4132.0,10440.0,0.429,0.8,0.07,0.58,482.25,0.0,5168.0,2498.0,4368.0,3426.0,3934.0,0.0,2020-12-11,202012
2e1373e6-0915-4529-ab49-a88166d24151,MALE,central_mexico,20,False,17,12304.0,724.0,0,0.0,0.0,21,25664.0,1222.0,0,0.0,0.0,16,3866.0,241.625,0,0.0,0.0,1,168.0,168.0,0,0.0,0.0,1270.0,0.0,0.762,0.0,0.049,0.0,493.5,0.0,266.5,0.0,1267.0,0.0,168.0,0.0,2020-12-11,202012
2e39bf1f-06a8-4b8c-a8ab-4c517c58f8ca,MALE,central_mexico,21,False,1,130.0,130.0,11,1567.0,142.375,6,355.25,59.219,9,902.0,100.25,4,249.625,62.406,2,128.75,64.375,0,0.0,0.0,0,0.0,0.0,8.648,35.125,0.667,0.222,0.024,0.039,130.0,86.0,45.344,64.375,60.406,90.125,0.0,0.0,2020-12-11,202012
2e417e56-b28b-4f5b-b522-4ee40a52787a,MALE,central_mexico,32,False,0,0.0,0.0,0,0.0,0.0,3,5020.0,1673.0,12,36416.0,3036.0,3,5344.0,1781.0,14,27376.0,1956.0,0,0.0,0.0,0,0.0,0.0,764.5,490.25,1.0,1.167,0.152,0.013,0.0,0.0,1781.0,3194.0,1673.0,2832.0,0.0,0.0,2020-12-14,202012
2ef0a428-5fc0-44a2-8b52-6c3b848b81a7,MALE,bajio,32,True,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,57.0,57.0,0,0.0,0.0,4,161.875,40.469,0,0.0,0.0,0,0.0,0.0,0.0,10.547,0.0,4.0,0.0,0.185,0.0,0.0,0.0,40.469,0.0,57.0,0.0,0.0,2020-12-17,202012
2f607c78-70c7-4d6c-b5be-ca7853efead0,MALE,central_mexico,23,False,9,522.0,58.0,0,0.0,0.0,13,16080.0,1237.0,0,0.0,0.0,5,4300.0,860.0,0,0.0,0.0,8,12312.0,1539.0,0,0.0,0.0,681.5,0.0,0.385,0.0,0.042,0.0,73.688,0.0,825.0,0.0,1484.0,0.0,1668.0,0.0,2020-12-16,202012
305f7c8f-fcfa-48aa-bf4a-ec53b6776980,MALE,north_mexico,23,False,9,906.0,100.625,2,17.016,8.508,9,1400.0,155.5,4,750.0,187.5,0,0.0,0.0,0,0.0,0.0,5,1216.0,243.125,1,434.75,434.75,128.125,285.75,0.0,0.0,0.092,0.381,114.25,8.508,0.0,0.0,170.875,208.375,245.25,434.75,2020-12-11,202012
30c712b9-c6f7-4b8f-805e-63502ce26c4e,FEMALE,north_mexico,31,True,6,745.5,124.25,19,2658.0,139.875,8,7328.0,916.0,11,5624.0,511.25,11,6596.0,599.5,10,2960.0,296.0,0,0.0,0.0,0,0.0,0.0,688.5,377.5,1.375,0.909,0.094,0.067,153.25,112.438,651.0,262.5,980.5,530.0,0.0,0.0,2020-12-11,202012
3363690d-656a-44f9-b693-34ecfc97ab47,FEMALE,central_mexico,27,False,1,15.0,15.0,0,0.0,0.0,2,733.0,366.5,4,2744.0,686.0,4,2464.0,616.0,1,1000.0,1000.0,0,0.0,0.0,0,0.0,0.0,89.312,1120.0,2.0,0.25,0.122,0.408,0.0,0.0,308.5,1000.0,366.5,665.0,0.0,0.0,2020-12-16,202012
34fd13f7-49b3-4c0c-b8d2-bd93b05ab10a,MALE,pacific,36,False,12,12984.0,1082.0,9,3706.0,412.0,8,40512.0,5064.0,2,4508.0,2254.0,7,5648.0,807.0,1,600.0,600.0,0,0.0,0.0,1,730.5,730.5,3162.0,839.0,0.875,0.5,0.078,0.186,827.5,336.0,618.5,600.0,3560.0,2254.0,0.0,730.5,2020-12-11,202012
397f3d14-c4cd-4047-b148-db00b087d518,MALE,central_mexico,32,False,1,159.0,159.0,5,3120.0,624.0,3,1100.0,366.75,4,3300.0,825.0,0,0.0,0.0,0,0.0,0.0,1,534.0,534.0,0,0.0,0.0,312.0,337.5,0.0,0.0,0.284,0.102,159.0,520.0,0.0,0.0,366.75,600.0,534.0,0.0,2020-12-11,202012
3a28da07-069d-4aa5-81d5-d522b29449ec,MALE,caribbean,35,False,8,1044.0,130.5,19,2013.0,105.938,6,1025.0,170.875,12,1852.0,154.375,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.875,81.875,0.0,0.0,0.083,0.044,116.875,114.062,0.0,0.0,170.875,161.75,0.0,0.0,2020-12-11,202012
3ada30bf-3898-44e6-9fff-fc73abd17588,MALE,central_mexico,24,True,19,7076.0,372.5,32,5684.0,177.625,22,18704.0,850.0,14,9608.0,686.0,10,8296.0,829.5,3,740.0,246.625,2,3764.0,1882.0,3,1892.0,631.0,1501.0,894.0,0.455,0.214,0.08,0.093,419.75,218.125,633.5,246.625,802.0,807.0,1882.0,631.0,2020-12-14,202012
3d45e66a-11f0-4fba-ae04-e7f6b21c76b6,MALE,pacific,32,False,0,0.0,0.0,2,362.5,181.25,0,0.0,0.0,1,1000.0,1000.0,1,5.141,5.141,0,0.0,0.0,1,629.0,629.0,0,0.0,0.0,58.594,61.438,0.0,0.0,0.0,0.061,0.0,181.25,5.141,0.0,0.0,1000.0,629.0,0.0,2020-12-11,202012
3df24ff3-20d0-457a-ab05-04844d234eac,MALE,central_mexico,25,False,2,2.0,1.0,3,1331.0,443.75,5,1038.0,207.625,5,3126.0,625.0,3,1049.0,349.75,2,964.0,482.0,0,0.0,0.0,1,830.5,830.5,8.398,372.25,0.6,0.4,0.008,0.119,1.0,443.75,383.5,482.0,189.25,769.0,0.0,830.5,2020-12-11,202012
